"ID","Type","Name","Documentation","Specialization"
"id-736421","BusinessFunction","Financiële beheersmaatregelen uitvoeren","Het vermogen om financiële beheersmaatregelen (controls) uit te voeren. Dit omvat ook het borgen van de volledigheid van de opbrengsten onder meer door gemeten prestaties te vergelijken met de geboekte opbrengsten (revenue assurance).",""
"id-736383","BusinessFunction","Financiële informatie verstrekken en adviseren","Het vermogen om financiële informatie te verstrekken en te adviseren over financiën/financiële informatie. Dit omvat ook financial + business control (analyse, control, advies) en financial audit. Dit omvat ook niet financiële formele informatie.",""
"id-736432","BusinessFunction","Financiële standen beheren","Het vermogen om financiële standen (grootboek) te beheren. Dit omvat de debiteuren en crediteuren standen.",""
"id-736374","BusinessFunction","Financiële strategie en plannen opstellen, bewaken en rapporteren","Het vermogen om een financiële strategie en - plannen op te stellen, te bewaken en te rapporteren.",""
"id-736415","BusinessFunction","Financiële strategie opstellen","Het vermogen om de financiële strategie op te stellen. Dit omvat ook de financieringsstrategie en het garanderen van de financiering.",""
"id-736393","BusinessFunction","Financiële verantwoording afleggen","Het vermogen om financiële verantwoording af te leggen. Dit omvat de realisatie van het jaarverslag.",""
"id-736398","BusinessFunction","Financiën plannen","Het vermogen om financiën (meer)jaren te plannen en te budgetteren. Dit omvat ook het begroten.",""
"id-718832","BusinessFunction","Financiën verkrijgen en beheren","Het vermogen om de financiën te besturen.",""
"id-c188c501e8924ca6aa2225d9c95deb0c","BusinessFunction","Forecasts","",""
"id-89db10d518a049c4a1613a4745909f5b","BusinessFunction","Forecasts","",""
"id-805ae7fc5d23414dbf0ffda508befffd","BusinessFunction","Forecasts","Forecast are used in a variety of processes that span from multi years ahead to a few minutes ahead timeframes",""
"id-736407","BusinessFunction","Gebeurtenissen financieel verwerken","Het vermogen om gebeurtenissen financieel te verwerken.",""
"id-736411","BusinessFunction","Gebeurtenissen financieel verwerken en standen beheren","Het vermogen om gebeurtenissen financieel te verwerken (journaalpost) en standen te beheren (grootboek).",""
"id-73fdbc74330f4f0bac2de836a27a38fa","BusinessFunction","Generating single line diagram (digram layout)","CGMES diagram layout (corelate on data object ).",""
"id-718744","BusinessFunction","Goederen en diensten overeenkomen en/of bestellen","Het vermogen om goederen en diensten overeen te komen en/of te bestellen. Dit omvat ook het afsluiten van raamovereenkomsten en daarbinnen afroepen van goederen/diensten.",""
"id-736504","BusinessFunction","Goederen en diensten plannen en besturen","Het vermogen om goederen en diensten te plannen en te besturen. Dit omvat het (strategisch en tactisch) materiaalmanagement.",""
"id-718833","BusinessFunction","Goederen en diensten verkrijgen","Het vermogen om goederen en diensten te verkrijgen.",""
"id-718700","BusinessFunction","Goederen fysiek distribueren","Het vermogen om goederen fysiek te distribueren. Denk onder meer aan: van centraal magazijn naar decentraal magazijn, naar werkplaats, naar auto.",""
"id-736304","BusinessFunction","Goederen- en dienstenstrategie en -plannen opstellen en besturen","Het vermogen om goederen- en dienstenstrategie en -plannen op te stellen en te besturen.",""
"id-736559","BusinessFunction","Goederen- en dienstenstrategie opstellen","Het vermogen om goederen- en dienstenstrategie op te stellen en te besturen.",""
"id-718706","BusinessFunction","Graafschade voorkomen","Het vermogen om graafschade te voorkomen. Denk ondermeer aan de risicoanalyse en mitigerende maatregelen nav een graafbericht en de uitwisseling van liggingsgegevens van het energienet (GIS) in het kader van de WIBON. De melding bij werken aan het energienet is onderdeel van werkvoorbereiding capability.",""
"id-d6a4663d30c14a34b0243f350f803117","BusinessFunction","Grid management","",""
"id-0d031a6a564749c288a609e57c03b521","BusinessFunction","Grid planning import","Import exsisting grid plan as a basis for the configuration.",""
"id-23c6774ea92b49f894a5e4c9872a0efd","BusinessFunction","Health Index Calculation","Computing of health of asset from available data and predictions",""
"id-12c81c5ff837402ca1ea3a6d83a14fe3","BusinessFunction","Hypervision of the energy system state","",""
"id-718755","BusinessFunction","Impact van (geplande) onderbrekingen bepalen","Het vermogen om vast te stellen welke aansluitingen getroffen worden door de (geplande/ongeplande) onderbreking en voor welke onderbrekingsduur.",""
"id-736529","BusinessFunction","Informatiebeveiliging borgen","Het vermogen om informatiebeveiligingsrisico's (waaronder cyberaanvallen) te inventariseren, te analyseren, te prioriteren en maatregelen te borgen. Dit omvat de NIST-CSF functies identify, protect, detect, respond, recover.
.",""
"id-a08177bc8bc345f9b885c0086ba29b78","BusinessFunction","Infrastructure Management","A central platform management equipment and nodes in the smart grid remotely.",""
"id-718342","BusinessFunction","Inkomstenverlies beperken","Het vermogen om inkomstenverlies op te sporen, oorzaken te onderkennen en weg te nemen c.q te herstellen. Dit geldt zowel voor klant als voor de netbeheerder met eerlijke verdeling van kosten en opbrengsten als resultaat.",""
"id-718802","BusinessFunction","Installaties achter aansluitingen beheren","Het vermogen om de marktgegevens over installaties achter aansluitingen te beheren zoals productie-, opslag- en verbruikseenheden.",""
"id-9c044b6bfa604b478adc078668f1df6d","BusinessFunction","inter control center (interaction and) monitoring","",""
"id-736557","BusinessFunction","Interacteren over digitale producten","Het vermogen om over digitale producten te interacteren. Dit omvat de interactie met (potentiële) gebruikers (help desk) en het aanbieden en bestellen van services. (IT4IT - Consume) Dit omvat het definiëren van identiteiten en toegangsrechten.",""
"id-6c82af92ba9c47d79e80c493d7f6938b","BusinessFunction","Interaction between external operational control centers","",""
"id-46af0d4c29cb4d1faea3e07c70233db3","BusinessFunction","Interaction between internal operational control centers","",""
"id-c474088dfb284149a1cc606c6a1c7881","BusinessFunction","IT management supervision","Covering the digital functionalities supporting IT systems, infrastructure and security management.",""
"id-718844","BusinessFunction","Juridische zaken besturen en bewaken","Het vermogen om juridische aspecten van de organisatie te besturen en te bewaken. Dit omvat het inschatten van juridische risico's, het geven van juridische adviezen, het opstellen van juridische dossiers en juridische documenten en het voeren van juridische procedures (inclusief regulering).
.",""
"id-718171","BusinessFunction","Klanten bedienen","Het vermogen om klanten te bedienen, zodat zij onze producten en diensten afnemen en optimaal gebruiken.",""
"id-711284","BusinessFunction","Klanten bedienen en relaties onderhouden","Het vermogen om klanten te bedienen en relaties met klanten te onderhouden.",""
"id-718823","BusinessFunction","Klantervaring monitoren en beïnvloeden","Het vermogen om klantervaringen via diverse (social media) kanalen te meten, te monitoren en hierop te reageren.",""
"id-736403","BusinessFunction","Liquide middelen beheren","Het vermogen om liquide middelen te beheren. Dit omvat ook het beheren van bankrekeningen.",""
"id-718738","BusinessFunction","Magazijnen en voorraden beheren","Het vermogen om magazijnen en aanwezige voorraden te beheren. Denk onder meer aan opslag, uitgifte, retouren, voorraadopname.",""
"id-d9377f9ba3674d65a0718649f9717645","BusinessFunction","Make IED configuration","Create single device configurations.",""
"id-2f822baef70f4bcda868be1d4b50bade","BusinessFunction","Make specification","Make configuration specifications",""
"id-5bf7d9d1198c49dba8cb9fcf960351ba","BusinessFunction","Make System Configuration","Create system configurations",""
"id-531d008fb9c84f4cb6bf6ce51adb16a8","BusinessFunction","Make System Configuration","Create system wide configurations.",""
"id-4c5d3f8710ba40f093bbac121bedea74","BusinessFunction","Market Platform Gateway","Platforms allowing energy market participants to retrieve and provide market information and engagements (e.g. providing energy consumption details to energy suppliers).",""
"id-83c5611ba6c242f390785147181f22d0","BusinessFunction","Market Signal Generation","Assessing the physical state of the system to provide information toward market actors to inflence their positions in response to physical needs.",""
"id-718345","BusinessFunction","Marktdata beheren","Het vermogen om marktdata te beheren voor facilitering van de energiemarkt.",""
"id-718746","BusinessFunction","Marktdata beschikbaar maken voor derden","Het vermogen om marktdata beschikbaar te maken voor derden. De wet kent  vier soorten data delen. Deze capability betreft data delen op verzoek (toestemming) en  dataverzoeken van derden. Dit betreft bijvoorbeeld de informatievoorziening ten behoeve van het CertiQ-proces.",""
